num,sys
134,NiuTrans
136,NiuTrans
137,NiuTrans
138,NiuTrans
139,NiuTrans
140,NiuTrans
141,NiuTrans
142,NiuTrans
143,NiuTrans
144,NiuTrans
145,NiuTrans
146,NiuTrans
147,NiuTrans
148,NiuTrans
149,NiuTrans
150,NiuTrans
151,NiuTrans
152,NiuTrans
153,NiuTrans
154,NiuTrans
155,NiuTrans
156,NiuTrans
157,NiuTrans
158,NiuTrans
159,NiuTrans
160,NiuTrans
161,NiuTrans
162,NiuTrans
163,NiuTrans
164,NiuTrans
165,NiuTrans
166,NiuTrans
167,NiuTrans
168,NiuTrans
169,NiuTrans
190,NiuTrans
200,NiuTrans
266,NiuTrans
267,NiuTrans
268,NiuTrans
269,NiuTrans
270,NiuTrans
271,NiuTrans
273,NiuTrans
274,NiuTrans
275,NiuTrans
276,NiuTrans
277,NiuTrans
278,NiuTrans
294,NiuTrans
295,NiuTrans
296,NiuTrans
297,NiuTrans
298,NiuTrans
300,NiuTrans
301,NiuTrans
302,NiuTrans
303,NiuTrans
304,NiuTrans
305,NiuTrans
306,NiuTrans
307,NiuTrans
308,NiuTrans
309,NiuTrans
311,NiuTrans
312,NiuTrans
313,NiuTrans
